Numero,Data_EM,Codigo,Quantidade,Descricao,Referencia,Pedido,MARCA,GRUPO,ANO,MES,MES-ANO,NUMERO_SEMANA
10275,2023-08-23,5518,1,8385 BR BALIZADOR INJ P/1 LAMP,8385 BR,7351,IOWA,BALIZADOR,2023,8,8-2023,34
10275,2023-08-23,5519,1,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7351,IOWA,BALIZADOR,2023,8,8-2023,34
10275,2023-08-23,7023,2,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7351,ASPEN,ARANDELA,2023,8,8-2023,34
10275,2023-08-23,7028,1,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,8335 PR,7351,ASPEN,PENDENTE,2023,8,8-2023,34
10278,2023-08-24,5519,16,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7353,IOWA,BALIZADOR,2023,8,8-2023,34
10278,2023-08-24,7024,2,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7353,ASPEN,ARANDELA,2023,8,8-2023,34
10278,2023-08-24,9761,2,8131 PR ARANDELA C/SUP.INF.P 1 LAMP E27,8131 PR,7353,OREGON,ARANDELA,2023,8,8-2023,34
10284,2023-08-25,7023,9,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7359,ASPEN,ARANDELA,2023,8,8-2023,34
10284,2023-08-25,37,5,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7359,OREGON,PENDENTE,2023,8,8-2023,34
10284,2023-08-25,5518,6,8385 BR BALIZADOR INJ P/1 LAMP,8385 BR,7359,IOWA,BALIZADOR,2023,8,8-2023,34
10285,2023-08-28,9723,11,8833 PR SPOT DE SOBREPOR RED.MR16/GU10,8833 PR,7360,OLYMPA,SPOT,2023,8,8-2023,35
10285,2023-08-28,9445,4,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 BR,7360,ASPEN,ARANDELA,2023,8,8-2023,35
10285,2023-08-28,9444,1,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,7360,ASPEN,ARANDELA,2023,8,8-2023,35
10285,2023-08-28,9597,2,8385 MR BALIZADOR INJ P/1 LAMP,8385 MR,7360,IOWA,BALIZADOR,2023,8,8-2023,35
10289,2023-08-29,5519,6,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7366,IOWA,BALIZADOR,2023,8,8-2023,35
10289,2023-08-29,7024,1,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7366,ASPEN,ARANDELA,2023,8,8-2023,35
10289,2023-08-29,7023,1,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7366,ASPEN,ARANDELA,2023,8,8-2023,35
10293,2023-08-30,9475,10,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8126 PR,7375,OREGON,ARANDELA,2023,8,8-2023,35
10293,2023-08-30,9454,5,8428 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8428 PR,7375,MINESSOTA,ARANDELA,2023,8,8-2023,35
10294,2023-08-31,5544,2,8433 PR BALIZADOR INJ P/1 LAMP,8433 PR,7378,MINESSOTA,BALIZADOR,2023,8,8-2023,35
10294,2023-08-31,9767,1,8132 MR ARANDELA C/SUP.SUP.P/ 1 LAMP E27,8132 MR,7378,OREGON,ARANDELA,2023,8,8-2023,35
10294,2023-08-31,9723,4,8833 PR SPOT DE SOBREPOR RED.MR16/GU10,8833 PR,7378,OLYMPA,SPOT,2023,8,8-2023,35
10294,2023-08-31,7024,4,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7378,ASPEN,ARANDELA,2023,8,8-2023,35
10303,2023-09-01,5519,6,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7382,IOWA,BALIZADOR,2023,9,9-2023,35
10303,2023-09-01,9470,2,8125 PR PENDENTE INJ P/1 LAMP E27-SACO,8125 PR,7382,OREGON,PENDENTE,2023,9,9-2023,35
10303,2023-09-01,7023,4,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7382,ASPEN,ARANDELA,2023,9,9-2023,35
10309,2023-09-04,7025,2,8336 MR ARANDELA INJ P/ 1 LAMP ASPEN,8336 MR,7383,ASPEN,ARANDELA,2023,9,9-2023,36
10309,2023-09-04,39,4,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7383,OREGON,ARANDELA,2023,9,9-2023,36
10309,2023-09-04,7023,3,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7383,ASPEN,ARANDELA,2023,9,9-2023,36
10309,2023-09-04,1114,12,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7383,OREGON,BALIZADOR,2023,9,9-2023,36
10309,2023-09-04,7024,11,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7383,ASPEN,ARANDELA,2023,9,9-2023,36
10313,2023-09-05,37,1,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7386,OREGON,PENDENTE,2023,9,9-2023,36
10313,2023-09-05,7023,11,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7386,ASPEN,ARANDELA,2023,9,9-2023,36
10313,2023-09-05,9606,3,8320 MR ARANDELA REDONDA INJ P/ 1 LAMP,8320 MR,7386,ALABAMA,ARANDELA,2023,9,9-2023,36
10313,2023-09-05,9756,2,8130 PR PENDENTE P/ 1 LAMP E27,8130 PR,7386,OREGON,PENDENTE,2023,9,9-2023,36
10321,2023-09-06,37,3,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7387,OREGON,PENDENTE,2023,9,9-2023,36
10321,2023-09-06,5534,3,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,8431 PR,7387,MINESSOTA,ARANDELA,2023,9,9-2023,36
10321,2023-09-06,39,2,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7387,OREGON,ARANDELA,2023,9,9-2023,36
10321,2023-09-06,5542,6,8432 BR ARANDELA INJ P/1 LAMP C/SUP SUPE,8432 BR,7387,MINESSOTA,ARANDELA,2023,9,9-2023,36
10321,2023-09-06,1114,1,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7387,OREGON,BALIZADOR,2023,9,9-2023,36
10321,2023-09-06,9723,1,8833 PR SPOT DE SOBREPOR RED.MR16/GU10,8833 PR,7387,OLYMPA,SPOT,2023,9,9-2023,36
10325,2023-09-11,7023,24,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7394,ASPEN,ARANDELA,2023,9,9-2023,37
10325,2023-09-11,7024,8,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7394,ASPEN,ARANDELA,2023,9,9-2023,37
10325,2023-09-11,1114,17,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7394,OREGON,BALIZADOR,2023,9,9-2023,37
10325,2023-09-11,39,2,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7394,OREGON,ARANDELA,2023,9,9-2023,37
10214,2023-08-07,37,2,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7308,OREGON,PENDENTE,2023,8,8-2023,32
10214,2023-08-07,39,15,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7308,OREGON,ARANDELA,2023,8,8-2023,32
10214,2023-08-07,5531,2,8430 BR PENDENTE INJ P/ 1 LAMP,8430 BR,7308,MINESSOTA,PENDENTE,2023,8,8-2023,32
10214,2023-08-07,7024,3,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7308,ASPEN,ARANDELA,2023,8,8-2023,32
10229,2023-08-09,5543,2,8432 PR ARANDELA INJ P/1 LAMP C/SUP SUPE,8432 PR,7314,MINESSOTA,ARANDELA,2023,8,8-2023,32
10229,2023-08-09,37,1,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7314,OREGON,PENDENTE,2023,8,8-2023,32
10229,2023-08-09,5544,1,8433 PR BALIZADOR INJ P/1 LAMP,8433 PR,7314,MINESSOTA,BALIZADOR,2023,8,8-2023,32
10229,2023-08-09,5519,3,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7314,IOWA,BALIZADOR,2023,8,8-2023,32
10229,2023-08-09,5534,4,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,8431 PR,7314,MINESSOTA,ARANDELA,2023,8,8-2023,32
10229,2023-08-09,9940,2,8151 MR BALIZADOR L/C P/JD E MURO P/1LAM,8151 MR,7314,OREGON,BALIZADOR,2023,8,8-2023,32
10232,2023-08-10,5518,1,8385 BR BALIZADOR INJ P/1 LAMP,8385 BR,7324,IOWA,BALIZADOR,2023,8,8-2023,32
10232,2023-08-10,39,4,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7324,OREGON,ARANDELA,2023,8,8-2023,32
10232,2023-08-10,9444,5,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,7324,ASPEN,ARANDELA,2023,8,8-2023,32
10334,2023-09-13,37,3,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7400,OREGON,PENDENTE,2023,9,9-2023,37
10334,2023-09-13,1114,4,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7400,OREGON,BALIZADOR,2023,9,9-2023,37
10334,2023-09-13,7023,5,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7400,ASPEN,ARANDELA,2023,9,9-2023,37
10334,2023-09-13,9723,12,8833 PR SPOT DE SOBREPOR RED.MR16/GU10,8833 PR,7400,OLYMPA,SPOT,2023,9,9-2023,37
10334,2023-09-13,7028,2,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,8335 PR,7400,ASPEN,PENDENTE,2023,9,9-2023,37
10334,2023-09-13,7024,3,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7400,ASPEN,ARANDELA,2023,9,9-2023,37
10337,2023-09-14,39,3,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7404,OREGON,ARANDELA,2023,9,9-2023,37
10337,2023-09-14,1114,2,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7404,OREGON,BALIZADOR,2023,9,9-2023,37
10337,2023-09-14,5534,1,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,8431 PR,7404,MINESSOTA,ARANDELA,2023,9,9-2023,37
10346,2023-09-18,9445,4,8338 BR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 BR,7412,ASPEN,ARANDELA,2023,9,9-2023,38
10346,2023-09-18,9761,2,8131 PR ARANDELA C/SUP.INF.P 1 LAMP E27,8131 PR,7412,OREGON,ARANDELA,2023,9,9-2023,38
10346,2023-09-18,39,2,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7412,OREGON,ARANDELA,2023,9,9-2023,38
10346,2023-09-18,37,2,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7412,OREGON,PENDENTE,2023,9,9-2023,38
10352,2023-09-19,38,2,8113 BR PENDENTE INJ EM TERMOPLASTICO,8113 BR,7415,OREGON,PENDENTE,2023,9,9-2023,38
10352,2023-09-19,1115,6,8119 BR BALIZADOR P/JD E MURO INJ TERM,8119 BR,7415,OREGON,BALIZADOR,2023,9,9-2023,38
10352,2023-09-19,9925,10,8426 MR BALIZADOR P/JD E MURO P/1 LAMP,8426 MR,7415,MINESSOTA,BALIZADOR,2023,9,9-2023,38
10352,2023-09-19,7024,6,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7415,ASPEN,ARANDELA,2023,9,9-2023,38
10359,2023-09-21,37,14,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7422,OREGON,PENDENTE,2023,9,9-2023,38
10359,2023-09-21,7024,5,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7422,ASPEN,ARANDELA,2023,9,9-2023,38
10359,2023-09-21,39,3,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7422,OREGON,ARANDELA,2023,9,9-2023,38
10359,2023-09-21,7023,7,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7422,ASPEN,ARANDELA,2023,9,9-2023,38
10359,2023-09-21,9936,3,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,8150 PR,7422,OREGON,BALIZADOR,2023,9,9-2023,38
10359,2023-09-21,9756,3,8130 PR PENDENTE P/ 1 LAMP E27,8130 PR,7422,OREGON,PENDENTE,2023,9,9-2023,38
10359,2023-09-21,1114,10,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7422,OREGON,BALIZADOR,2023,9,9-2023,38
10362,2023-09-22,37,1,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7428,OREGON,PENDENTE,2023,9,9-2023,38
10362,2023-09-22,7024,2,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7428,ASPEN,ARANDELA,2023,9,9-2023,38
10362,2023-09-22,5532,2,8430 PR PENDENTE INJ P/ 1 LAMP,8430 PR,7428,MINESSOTA,PENDENTE,2023,9,9-2023,38
10362,2023-09-22,1114,4,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7428,OREGON,BALIZADOR,2023,9,9-2023,38
10362,2023-09-22,9939,2,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,8151 PR,7428,OREGON,BALIZADOR,2023,9,9-2023,38
10362,2023-09-22,7027,4,8335 BR PENDENTE INJ P/ 1 LAMP ASPEN,8335 BR,7428,ASPEN,PENDENTE,2023,9,9-2023,38
10362,2023-09-22,9475,10,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8126 PR,7428,OREGON,ARANDELA,2023,9,9-2023,38
10364,2023-09-25,9756,2,8130 PR PENDENTE P/ 1 LAMP E27,8130 PR,7432,OREGON,PENDENTE,2023,9,9-2023,39
10364,2023-09-25,5534,2,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,8431 PR,7432,MINESSOTA,ARANDELA,2023,9,9-2023,39
10364,2023-09-25,37,3,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7432,OREGON,PENDENTE,2023,9,9-2023,39
10364,2023-09-25,7023,1,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7432,ASPEN,ARANDELA,2023,9,9-2023,39
10364,2023-09-25,5543,2,8432 PR ARANDELA INJ P/1 LAMP C/SUP SUPE,8432 PR,7432,MINESSOTA,ARANDELA,2023,9,9-2023,39
10365,2023-09-26,9590,3,8432 MR ARANDELA INJ P/1 LAMP C/SUP SUP,8432 MR,7436,MINESSOTA,ARANDELA,2023,9,9-2023,39
10365,2023-09-26,37,2,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7436,OREGON,PENDENTE,2023,9,9-2023,39
10365,2023-09-26,7024,6,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7436,ASPEN,ARANDELA,2023,9,9-2023,39
10365,2023-09-26,5519,2,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7436,IOWA,BALIZADOR,2023,9,9-2023,39
10365,2023-09-26,7023,3,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7436,ASPEN,ARANDELA,2023,9,9-2023,39
10365,2023-09-26,7028,2,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,8335 PR,7436,ASPEN,PENDENTE,2023,9,9-2023,39
10368,2023-09-27,7024,2,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7439,ASPEN,ARANDELA,2023,9,9-2023,39
10368,2023-09-27,1114,4,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7439,OREGON,BALIZADOR,2023,9,9-2023,39
10372,2023-09-28,7023,4,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7443,ASPEN,ARANDELA,2023,9,9-2023,39
10372,2023-09-28,37,3,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7443,OREGON,PENDENTE,2023,9,9-2023,39
10372,2023-09-28,9444,9,8338 PR ARANDELA INJ P/ 1 LAMP E27-SACO,8338 PR,7443,ASPEN,ARANDELA,2023,9,9-2023,39
10372,2023-09-28,9756,1,8130 PR PENDENTE P/ 1 LAMP E27,8130 PR,7443,OREGON,PENDENTE,2023,9,9-2023,39
10374,2023-09-29,37,3,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7444,OREGON,PENDENTE,2023,9,9-2023,39
10374,2023-09-29,38,1,8113 BR PENDENTE INJ EM TERMOPLASTICO,8113 BR,7444,OREGON,PENDENTE,2023,9,9-2023,39
10377,2023-10-02,5519,2,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7447,IOWA,BALIZADOR,2023,10,10-2023,40
10377,2023-10-02,39,6,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7447,OREGON,ARANDELA,2023,10,10-2023,40
10382,2023-10-03,39,1,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7450,OREGON,ARANDELA,2023,10,10-2023,40
10382,2023-10-03,9756,1,8130 PR PENDENTE P/ 1 LAMP E27,8130 PR,7450,OREGON,PENDENTE,2023,10,10-2023,40
10382,2023-10-03,7024,1,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7450,ASPEN,ARANDELA,2023,10,10-2023,40
10382,2023-10-03,5534,2,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,8431 PR,7450,MINESSOTA,ARANDELA,2023,10,10-2023,40
10382,2023-10-03,9936,2,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,8150 PR,7450,OREGON,BALIZADOR,2023,10,10-2023,40
10382,2023-10-03,5510,2,8383 PR ARANDELA INJ P/1 LAMP INF C/ PIN,8383 PR,7450,IOWA,ARANDELA,2023,10,10-2023,40
10382,2023-10-03,1115,2,8119 BR BALIZADOR P/JD E MURO INJ TERM,8119 BR,7450,OREGON,BALIZADOR,2023,10,10-2023,40
10382,2023-10-03,1114,2,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7450,OREGON,BALIZADOR,2023,10,10-2023,40
10382,2023-10-03,5544,2,8433 PR BALIZADOR INJ P/1 LAMP,8433 PR,7450,MINESSOTA,BALIZADOR,2023,10,10-2023,40
10328,2023-09-12,39,10,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7398,OREGON,ARANDELA,2023,9,9-2023,37
10328,2023-09-12,1114,3,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7398,OREGON,BALIZADOR,2023,9,9-2023,37
10222,2023-08-08,7033,3,8441 PR/LL ARAND PQ INJ P/1LAM SAN DIEGO,8441 PR/LL,7312,SAN DIEGO,ARANDELA,2023,8,8-2023,32
10222,2023-08-08,9771,1,8133 PR BALIZADOR P/1 LAMP E27,8133 PR,7312,OREGON,BALIZADOR,2023,8,8-2023,32
10222,2023-08-08,7028,1,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,8335 PR,7312,ASPEN,PENDENTE,2023,8,8-2023,32
10422,2023-10-16,9771,1,8133 PR BALIZADOR P/1 LAMP E27,8133 PR,7475,OREGON,BALIZADOR,2023,10,10-2023,42
10422,2023-10-16,39,1,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7475,OREGON,ARANDELA,2023,10,10-2023,42
10422,2023-10-16,38,6,8113 BR PENDENTE INJ EM TERMOPLASTICO,8113 BR,7475,OREGON,PENDENTE,2023,10,10-2023,42
10422,2023-10-16,37,4,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7475,OREGON,PENDENTE,2023,10,10-2023,42
10422,2023-10-16,7028,4,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,8335 PR,7475,ASPEN,PENDENTE,2023,10,10-2023,42
10422,2023-10-16,5519,2,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7475,IOWA,BALIZADOR,2023,10,10-2023,42
10430,2023-10-17,7024,15,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7480,ASPEN,ARANDELA,2023,10,10-2023,42
10430,2023-10-17,7023,5,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7480,ASPEN,ARANDELA,2023,10,10-2023,42
10430,2023-10-17,5532,2,8430 PR PENDENTE INJ P/ 1 LAMP,8430 PR,7480,MINESSOTA,PENDENTE,2023,10,10-2023,42
10430,2023-10-17,1114,5,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7480,OREGON,BALIZADOR,2023,10,10-2023,42
10430,2023-10-17,9756,11,8130 PR PENDENTE P/ 1 LAMP E27,8130 PR,7480,OREGON,PENDENTE,2023,10,10-2023,42
10430,2023-10-17,37,1,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7480,OREGON,PENDENTE,2023,10,10-2023,42
10436,2023-10-18,7024,6,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7485,ASPEN,ARANDELA,2023,10,10-2023,42
10436,2023-10-18,9717,8,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,8830 PR,7485,OLYMPA,SPOT,2023,10,10-2023,42
10436,2023-10-18,37,3,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7485,OREGON,PENDENTE,2023,10,10-2023,42
10436,2023-10-18,1114,5,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7485,OREGON,BALIZADOR,2023,10,10-2023,42
10436,2023-10-18,7023,3,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7485,ASPEN,ARANDELA,2023,10,10-2023,42
10436,2023-10-18,7028,2,8335 PR PENDENTE INJ P/ 1 LAMP ASPEN,8335 PR,7485,ASPEN,PENDENTE,2023,10,10-2023,42
10436,2023-10-18,9756,8,8130 PR PENDENTE P/ 1 LAMP E27,8130 PR,7485,OREGON,PENDENTE,2023,10,10-2023,42
10440,2023-10-19,5519,5,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7489,IOWA,BALIZADOR,2023,10,10-2023,42
10440,2023-10-19,7023,14,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7489,ASPEN,ARANDELA,2023,10,10-2023,42
10440,2023-10-19,7024,22,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7489,ASPEN,ARANDELA,2023,10,10-2023,42
10440,2023-10-19,9756,1,8130 PR PENDENTE P/ 1 LAMP E27,8130 PR,7489,OREGON,PENDENTE,2023,10,10-2023,42
10440,2023-10-19,9933,14,8147 PR BALIZADOR L/C P/JD E MURO P/1LAM,8147 PR,7489,COLUMBIA,BALIZADOR,2023,10,10-2023,42
10343,2023-09-15,7024,4,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7410,ASPEN,ARANDELA,2023,9,9-2023,37
10343,2023-09-15,37,4,8113 PR PENDENTE INJ EM TERMOPLASTICO,8113 PR,7410,OREGON,PENDENTE,2023,9,9-2023,37
10343,2023-09-15,9939,8,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,8151 PR,7410,OREGON,BALIZADOR,2023,9,9-2023,37
10448,2023-10-20,7024,20,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7495,ASPEN,ARANDELA,2023,10,10-2023,42
10448,2023-10-20,7023,2,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7495,ASPEN,ARANDELA,2023,10,10-2023,42
10448,2023-10-20,9597,1,8385 MR BALIZADOR INJ P/1 LAMP,8385 MR,7495,IOWA,BALIZADOR,2023,10,10-2023,42
10448,2023-10-20,43,2,8120 PR POSTE C/TUBO AL P/1 LAMP INJ TER,8120 PR C/TAG,7495,OREGON,POSTES,2023,10,10-2023,42
10448,2023-10-20,9756,7,8130 PR PENDENTE P/ 1 LAMP E27,8130 PR,7495,OREGON,PENDENTE,2023,10,10-2023,42
10451,2023-10-23,7024,19,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7496,ASPEN,ARANDELA,2023,10,10-2023,43
10451,2023-10-23,7023,22,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7496,ASPEN,ARANDELA,2023,10,10-2023,43
10451,2023-10-23,5532,2,8430 PR PENDENTE INJ P/ 1 LAMP,8430 PR,7496,MINESSOTA,PENDENTE,2023,10,10-2023,43
10451,2023-10-23,9756,11,8130 PR PENDENTE P/ 1 LAMP E27,8130 PR,7496,OREGON,PENDENTE,2023,10,10-2023,43
10451,2023-10-23,5507,2,8384 PR ARANDELA INJ P/1 LAMP SUP C/ PIN,8384 PR,7496,IOWA,ARANDELA,2023,10,10-2023,43
10451,2023-10-23,39,1,8114 PR ARAND INJ TERMO C/SUPORTE INF,8114 PR,7496,OREGON,ARANDELA,2023,10,10-2023,43
10451,2023-10-23,5519,3,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7496,IOWA,BALIZADOR,2023,10,10-2023,43
10451,2023-10-23,7027,2,8335 BR PENDENTE INJ P/ 1 LAMP ASPEN,8335 BR,7496,ASPEN,PENDENTE,2023,10,10-2023,43
10451,2023-10-23,1114,23,8119 PR BALIZADOR P/JD E MURO INJ TERM,8119 PR,7496,OREGON,BALIZADOR,2023,10,10-2023,43
10451,2023-10-23,9936,2,8150 PR BALIZADOR L/F P/JD E MURO P/1LAM,8150 PR,7496,OREGON,BALIZADOR,2023,10,10-2023,43
10451,2023-10-23,7033,2,8441 PR/LL ARAND PQ INJ P/1LAM SAN DIEGO,8441 PR/LL,7496,SAN DIEGO,ARANDELA,2023,10,10-2023,43
10389,2023-10-04,7024,3,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7452,ASPEN,ARANDELA,2023,10,10-2023,40
10389,2023-10-04,9475,2,8126 PR ARANDELA C/SUP.INF.P/1L E27-SACO,8126 PR,7452,OREGON,ARANDELA,2023,10,10-2023,40
10389,2023-10-04,9439,1,8337 PR PENDENTE INJ P/1 LAMP E27-SACO,8337 PR,7452,ASPEN,PENDENTE,2023,10,10-2023,40
10393,2023-10-05,7024,1,8336 PR ARANDELA INJ P/ 1 LAMP ASPEN,8336 PR,7454,ASPEN,ARANDELA,2023,10,10-2023,40
10393,2023-10-05,5544,1,8433 PR BALIZADOR INJ P/1 LAMP,8433 PR,7454,MINESSOTA,BALIZADOR,2023,10,10-2023,40
10393,2023-10-05,5534,1,8431 PR ARANDELA INJ P/ 1 LAMP C/SUP INF,8431 PR,7454,MINESSOTA,ARANDELA,2023,10,10-2023,40
10393,2023-10-05,9939,4,8151 PR BALIZADOR L/C P/JD E MURO P/1LAM,8151 PR,7454,OREGON,BALIZADOR,2023,10,10-2023,40
10393,2023-10-05,9605,10,8119 MR BALIZADOR P/JD E MURO INJ TERM,8119 MR,7454,OREGON,BALIZADOR,2023,10,10-2023,40
10396,2023-10-06,5519,1,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7456,IOWA,BALIZADOR,2023,10,10-2023,40
10400,2023-10-09,5519,4,8385 PR BALIZADOR INJ P/1 LAMP,8385 PR,7461,IOWA,BALIZADOR,2023,10,10-2023,41
10400,2023-10-09,7023,16,8336 BR ARANDELA INJ P/ 1 LAMP ASPEN,8336 BR,7461,ASPEN,ARANDELA,2023,10,10-2023,41
10400,2023-10-09,9717,8,8830 PR SPOT DE SOBREPOR QUAD.MR16/GU10,8830 PR,7461,OLYMPA,SPOT,2023,10,10-2023,41
10400,2023-10-09,5532,5,8430 PR PENDENTE INJ P/ 1 LAMP,8430 PR,7461,MINESSOTA,PENDENTE,2023,10,10-2023,41
